antecedents,consequents,support,confidence,lift
Dept_83,Dept_58,0.6878698224852071,0.9914712153518124,1.2989041503446224
Dept_58,Dept_83,0.6878698224852071,0.9011627906976745,1.2989041503446224
Dept_93,Dept_58,0.6878698224852071,0.9893617021276596,1.2961405244928255
Dept_58,Dept_93,0.6878698224852071,0.9011627906976745,1.2961405244928255
Dept_47,Dept_51,0.0695266272189349,0.39830508474576265,1.2944915254237286
Dept_99,Dept_98,0.28254437869822485,1.0,1.277882797731569
Dept_98,Dept_99,0.28254437869822485,0.36105860113421545,1.2778827977315688
Dept_78,Dept_80,0.08284023668639054,0.9491525423728814,1.2730696798493408
Dept_78,Dept_45,0.07248520710059171,0.8305084745762711,1.2730696798493408
Dept_37,Dept_98,0.5355029585798816,0.9945054945054945,1.2708614636780988
Dept_98,Dept_37,0.5355029585798816,0.6843100189035916,1.2708614636780986
Dept_83,Dept_98,0.6893491124260355,0.9936034115138591,1.2697087073409616
Dept_98,Dept_83,0.6893491124260355,0.880907372400756,1.2697087073409616
Dept_93,Dept_98,0.6893491124260355,0.9914893617021276,1.2670071994530023
Dept_98,Dept_93,0.6893491124260355,0.880907372400756,1.2670071994530023
Dept_78,Dept_58,0.08431952662721894,0.9661016949152542,1.26566811194324
Dept_48,Dept_96,0.5384615384615384,1.0,1.2588454376163873
Dept_50,Dept_96,0.08284023668639054,1.0,1.2588454376163873
Dept_96,Dept_48,0.5384615384615384,0.6778398510242085,1.2588454376163873
Dept_48,Dept_93,0.46893491124260356,0.8708791208791209,1.2525835866261399
Dept_93,Dept_48,0.46893491124260356,0.674468085106383,1.2525835866261399
Dept_48,Dept_83,0.46597633136094674,0.8653846153846154,1.2473347547974414
Dept_83,Dept_48,0.46597633136094674,0.6716417910447761,1.2473347547974414
Dept_99,Dept_51,0.10798816568047337,0.38219895287958117,1.2421465968586387
Dept_51,Dept_99,0.10798816568047337,0.35096153846153844,1.2421465968586387
Dept_77,Dept_83,0.04585798816568047,0.861111111111111,1.2411750769959724
Dept_77,Dept_93,0.04585798816568047,0.861111111111111,1.2385342789598108
Month_Mar,Dept_45,0.0621301775147929,0.8076923076923076,1.2380952380952381
Dept_98,Dept_80,0.7204142011834319,0.9206049149338373,1.2347796081255438
Dept_80,Dept_98,0.7204142011834319,0.9662698412698412,1.2347796081255435
Dept_78,Dept_98,0.08431952662721894,0.9661016949152542,1.2345647367915158
Dept_50,Dept_98,0.07988165680473373,0.9642857142857143,1.232244126384013
Dept_77,Dept_80,0.04881656804733728,0.9166666666666666,1.2294973544973544
Dept_99,Dept_48,0.1863905325443787,0.6596858638743456,1.225130890052356
Dept_48,Dept_99,0.1863905325443787,0.3461538461538462,1.225130890052356
Dept_45,Dept_58,0.6079881656804734,0.9319727891156464,1.2209565996941414
Dept_58,Dept_45,0.6079881656804734,0.7965116279069768,1.2209565996941414
Dept_80,Dept_58,0.6923076923076923,0.9285714285714285,1.2165005537098559
Dept_58,Dept_80,0.6923076923076923,0.9069767441860465,1.2165005537098559
Dept_45,Dept_93,0.5502958579881657,0.8435374149659866,1.2132580691851211
Dept_93,Dept_45,0.5502958579881657,0.7914893617021277,1.213258069185121
Dept_45,Dept_83,0.5488165680473372,0.8412698412698413,1.2125765729177242
Dept_83,Dept_45,0.5488165680473372,0.7910447761194029,1.2125765729177242
Dept_77,Dept_98,0.05029585798816568,0.9444444444444444,1.2068893089687038
Dept_48,Dept_80,0.48372781065088755,0.8983516483516484,1.2049319727891157
Dept_80,Dept_48,0.48372781065088755,0.6488095238095237,1.2049319727891155
Dept_58,Dept_98,0.7144970414201184,0.936046511627907,1.1961577350859454
Dept_98,Dept_58,0.7144970414201184,0.9130434782608695,1.1961577350859454
Dept_45,Dept_48,0.4156804733727811,0.6371882086167802,1.1833495302883061
Dept_48,Dept_45,0.4156804733727811,0.771978021978022,1.183349530288306
Dept_47,Dept_48,0.11094674556213018,0.635593220338983,1.1803874092009685
Month_Feb,Dept_45,0.05917159763313609,0.7692307692307692,1.1791383219954648
Dept_99,Dept_94,0.28254437869822485,1.0,1.1777003484320558
Dept_94,Dept_99,0.28254437869822485,0.3327526132404181,1.1777003484320556
Dept_51,Dept_96,0.2869822485207101,0.9326923076923077,1.1741154562383613
Dept_96,Dept_51,0.2869822485207101,0.3612662942271881,1.1741154562383613
Dept_47,Dept_99,0.057692307692307696,0.3305084745762712,1.1697577424793681
Dept_45,Dept_80,0.5680473372781065,0.870748299319728,1.1679084332145557
Dept_80,Dept_45,0.5680473372781065,0.7619047619047619,1.1679084332145557
Dept_37,Dept_45,0.40976331360946744,0.760989010989011,1.1665046971169422
Dept_45,Dept_37,0.40976331360946744,0.6281179138321996,1.1665046971169422
Dept_37,Dept_97,0.5384615384615384,1.0,1.1655172413793102
Dept_50,Dept_97,0.08284023668639054,1.0,1.1655172413793102
Dept_51,Dept_97,0.3076923076923077,1.0,1.1655172413793102
Dept_58,Dept_97,0.7633136094674556,1.0,1.1655172413793102
Dept_83,Dept_97,0.6937869822485208,1.0,1.1655172413793102
Dept_99,Dept_97,0.28254437869822485,1.0,1.1655172413793102
Dept_97,Dept_58,0.7633136094674556,0.8896551724137931,1.1655172413793102
Dept_97,Dept_83,0.6937869822485208,0.8086206896551724,1.1655172413793102
Dept_97,Dept_37,0.5384615384615384,0.6275862068965516,1.1655172413793102
Dept_97,Dept_51,0.3076923076923077,0.3586206896551724,1.1655172413793102
Dept_97,Dept_99,0.28254437869822485,0.3293103448275862,1.1655172413793102
Dept_47,Dept_37,0.10946745562130178,0.6271186440677966,1.1646489104116222
Dept_77,Dept_58,0.047337278106508875,0.8888888888888888,1.1645133505598622
Dept_93,Dept_97,0.6937869822485208,0.997872340425532,1.163037417461482
Dept_97,Dept_93,0.6937869822485208,0.8086206896551724,1.163037417461482
Dept_37,Dept_94,0.5310650887573964,0.9862637362637363,1.1615231458437034
Dept_94,Dept_37,0.5310650887573964,0.6254355400696864,1.1615231458437034
Dept_47,Dept_93,0.14053254437869822,0.8050847457627118,1.1579516768842408
Dept_78,Dept_94,0.08579881656804733,0.983050847457627,1.157739325577275
Month_Apr,Dept_45,0.07248520710059171,0.7538461538461537,1.1555555555555554
Dept_93,Dept_94,0.6804733727810651,0.9787234042553192,1.1526428942100972
Dept_94,Dept_93,0.6804733727810651,0.8013937282229966,1.1526428942100972
Dept_94,Dept_83,0.6789940828402367,0.7996515679442509,1.1525894668023744
Dept_83,Dept_94,0.6789940828402367,0.9786780383795308,1.1525894668023742
Dept_47,Dept_83,0.1390532544378698,0.7966101694915253,1.1482057027212602
Dept_78,Dept_97,0.08579881656804733,0.983050847457627,1.1457627118644067
Dept_98,Dept_48,0.4822485207100592,0.6162570888468809,1.1444774507156361
Dept_48,Dept_98,0.4822485207100592,0.8956043956043956,1.144477450715636
Month_Jul,Dept_99,0.03106508875739645,0.32307692307692304,1.1434554973821989
Dept_80,Dept_97,0.7307692307692307,0.98015873015873,1.1423918992884508
Dept_97,Dept_80,0.7307692307692307,0.8517241379310344,1.1423918992884508
Dept_51,Dept_80,0.2618343195266272,0.8509615384615384,1.1413690476190474
Dept_80,Dept_51,0.2618343195266272,0.35119047619047616,1.1413690476190474
Month_Dec,Dept_98,0.08579881656804733,0.8923076923076922,1.1402646502835536
Dept_37,Dept_19,0.5384615384615384,1.0,1.1399662731871838
Dept_50,Dept_19,0.08284023668639054,1.0,1.1399662731871838
Dept_77,Dept_19,0.05325443786982249,1.0,1.1399662731871838
Dept_78,Dept_19,0.08727810650887574,1.0,1.1399662731871838
Dept_99,Dept_19,0.28254437869822485,1.0,1.1399662731871838
Dept_19,Dept_37,0.5384615384615384,0.6138279932546374,1.1399662731871838
Dept_19,Dept_99,0.28254437869822485,0.3220910623946037,1.1399662731871838
Dept_97,Dept_45,0.6375739644970414,0.743103448275862,1.139088278989757
Dept_45,Dept_97,0.6375739644970414,0.9773242630385488,1.1390882789897567
Dept_98,Dept_97,0.7633136094674556,0.9754253308128544,1.1368750407404993
Dept_97,Dept_98,0.7633136094674556,0.8896551724137931,1.1368750407404993
Dept_98,Dept_51,0.27366863905325445,0.3497164461247637,1.136578449905482
Dept_51,Dept_98,0.27366863905325445,0.8894230769230769,1.1365784499054818
Dept_45,Dept_98,0.5798816568047337,0.888888888888889,1.1358958202058391
Dept_98,Dept_45,0.5798816568047337,0.7410207939508505,1.135895820205839
Dept_51,Dept_45,0.22781065088757396,0.7403846153846153,1.1349206349206349
Dept_45,Dept_51,0.22781065088757396,0.34920634920634924,1.1349206349206349
Dept_45,Dept_96,0.584319526627219,0.8956916099773244,1.1275372967312316
Dept_96,Dept_45,0.584319526627219,0.7355679702048418,1.1275372967312314
Dept_58,Dept_94,0.7307692307692307,0.9573643410852712,1.1274883180725495
Dept_94,Dept_58,0.7307692307692307,0.8606271777003484,1.1274883180725495
Dept_80,Dept_94,0.7130177514792899,0.9563492063492063,1.1262927935401803
Dept_94,Dept_80,0.7130177514792899,0.8397212543554007,1.1262927935401803
Dept_48,Dept_94,0.514792899408284,0.956043956043956,1.125933300149328
Dept_94,Dept_48,0.514792899408284,0.6062717770034842,1.125933300149328
Dept_58,Dept_48,0.46153846153846156,0.6046511627906977,1.1229235880398674
Dept_48,Dept_58,0.46153846153846156,0.8571428571428572,1.1229235880398671
Dept_47,Dept_58,0.14940828402366865,0.8559322033898306,1.121337537774274
Month_Oct,Dept_98,0.08431952662721894,0.8769230769230769,1.1206049149338373
Dept_93,Dept_19,0.6804733727810651,0.9787234042553192,1.1157116716300097
Dept_19,Dept_93,0.6804733727810651,0.7757166947723441,1.1157116716300097
Dept_51,Dept_83,0.23816568047337278,0.7740384615384615,1.1156716417910446
Dept_83,Dept_51,0.23816568047337278,0.34328358208955223,1.1156716417910446
Dept_83,Dept_19,0.6789940828402367,0.9786780383795308,1.1156599560616574
Dept_19,Dept_83,0.6789940828402367,0.7740303541315345,1.1156599560616574
Dept_99,Dept_45,0.20562130177514792,0.7277486910994764,1.1155512815946622
Dept_45,Dept_99,0.20562130177514792,0.31519274376417233,1.1155512815946622
Dept_47,Dept_98,0.15236686390532544,0.8728813559322034,1.1154400692063695
Dept_47,Dept_80,0.14497041420118342,0.8305084745762711,1.113935969868173
Dept_80,Dept_19,0.727810650887574,0.9761904761904762,1.1128242190636795
Dept_19,Dept_80,0.727810650887574,0.8296795952782463,1.1128242190636795
Dept_98,Dept_94,0.7381656804733728,0.943289224952741,1.110912048899047
Dept_94,Dept_98,0.7381656804733728,0.8693379790940767,1.110912048899047
Dept_48,Dept_19,0.5236686390532544,0.9725274725274726,1.1086485184292942
Dept_19,Dept_48,0.5236686390532544,0.5969645868465431,1.1086485184292942
Dept_37,Dept_49,0.5384615384615384,1.0,1.1081967213114754
Dept_48,Dept_49,0.5384615384615384,1.0,1.1081967213114754
Dept_50,Dept_49,0.08284023668639054,1.0,1.1081967213114754
Dept_78,Dept_49,0.08727810650887574,1.0,1.1081967213114754
Dept_49,Dept_37,0.5384615384615384,0.5967213114754099,1.1081967213114754
Dept_49,Dept_48,0.5384615384615384,0.5967213114754099,1.1081967213114754
Dept_47,Dept_94,0.16420118343195267,0.940677966101695,1.1078367684403236
Dept_77,Dept_45,0.038461538461538464,0.7222222222222222,1.107079868984631
Dept_51,Dept_93,0.23668639053254437,0.7692307692307692,1.106382978723404
Dept_93,Dept_51,0.23668639053254437,0.3404255319148936,1.106382978723404
Month_Nov,Dept_98,0.06656804733727811,0.8653846153846154,1.10586011342155
Dept_45,Dept_94,0.6124260355029586,0.9387755102040818,1.105596245466828
Dept_94,Dept_45,0.6124260355029586,0.7212543554006969,1.105596245466828
Dept_51,Dept_49,0.3062130177514793,0.9951923076923077,1.1028688524590164
Dept_49,Dept_51,0.3062130177514793,0.339344262295082,1.1028688524590164
Dept_99,Dept_49,0.28106508875739644,0.9947643979057591,1.1023946442365462
Dept_49,Dept_99,0.28106508875739644,0.3114754098360656,1.1023946442365462
Dept_19,Dept_51,0.2973372781065089,0.3389544688026982,1.1016020236087691
Dept_51,Dept_19,0.2973372781065089,0.9663461538461539,1.101602023608769
Dept_47,Dept_19,0.16863905325443787,0.9661016949152542,1.101323348672364
Dept_98,Dept_19,0.7559171597633136,0.9659735349716446,1.1011772506590756
Dept_19,Dept_98,0.7559171597633136,0.8617200674536257,1.1011772506590756
Dept_77,Dept_97,0.05029585798816568,0.9444444444444444,1.1007662835249041
Month_Jul,Dept_51,0.03254437869822485,0.3384615384615384,1.0999999999999999
Dept_47,Dept_96,0.15236686390532544,0.8728813559322034,1.0988227124956602
Dept_47,Dept_49,0.17307692307692307,0.9915254237288135,1.0988052236732426
Dept_19,Dept_94,0.8180473372781065,0.9325463743676223,1.0982601900217992
Dept_94,Dept_19,0.8180473372781065,0.9634146341463414,1.098260190021799
Dept_77,Dept_18,0.05325443786982249,1.0,1.0974025974025974
Month_Apr,Dept_18,0.09615384615384616,1.0,1.0974025974025974
Month_Dec,Dept_18,0.09615384615384616,1.0,1.0974025974025974
Month_Feb,Dept_18,0.07692307692307693,1.0,1.0974025974025974
Month_Jan,Dept_18,0.07692307692307693,1.0,1.0974025974025974
Month_Mar,Dept_18,0.07692307692307693,1.0,1.0974025974025974
Month_Nov,Dept_18,0.07692307692307693,1.0,1.0974025974025974
Month_Oct,Dept_18,0.09615384615384616,1.0,1.0974025974025974
Month_Sep,Dept_18,0.07692307692307693,1.0,1.0974025974025974
Dept_47,Dept_54,0.17455621301775148,1.0,1.093851132686084
Dept_50,Dept_54,0.08284023668639054,1.0,1.093851132686084
Dept_51,Dept_54,0.3076923076923077,1.0,1.093851132686084
Dept_77,Dept_54,0.05325443786982249,1.0,1.093851132686084
Dept_54,Dept_51,0.3076923076923077,0.3365695792880259,1.093851132686084
Dept_96,Dept_49,0.7825443786982249,0.9851024208566108,1.0916872729492935
Dept_49,Dept_96,0.7825443786982249,0.8672131147540985,1.0916872729492935
Dept_80,Dept_54,0.7440828402366864,0.9980158730158729,1.0916807931371038
Dept_54,Dept_80,0.7440828402366864,0.8139158576051779,1.0916807931371038
Dept_93,Dept_54,0.6937869822485208,0.997872340425532,1.0915237898505818
Dept_54,Dept_93,0.6937869822485208,0.7588996763754046,1.0915237898505818
Dept_83,Dept_54,0.6923076923076923,0.997867803837953,1.09151882749912
Dept_54,Dept_83,0.6923076923076923,0.7572815533980582,1.09151882749912
Dept_37,Dept_54,0.5369822485207101,0.9972527472527474,1.090846047156727
Dept_54,Dept_37,0.5369822485207101,0.5873786407766991,1.090846047156727
Dept_37,Dept_96,0.46597633136094674,0.8653846153846154,1.0893854748603353
Dept_96,Dept_37,0.46597633136094674,0.5865921787709497,1.0893854748603353
Dept_51,Dept_48,0.1804733727810651,0.5865384615384616,1.0892857142857144
Dept_48,Dept_51,0.1804733727810651,0.3351648351648352,1.0892857142857144
Dept_94,Dept_97,0.7928994082840237,0.9337979094076656,1.0883575633785896
Dept_97,Dept_94,0.7928994082840237,0.9241379310344827,1.0883575633785894
Dept_99,Dept_54,0.28106508875739644,0.9947643979057591,1.0881241634050052
Dept_54,Dept_99,0.28106508875739644,0.3074433656957929,1.0881241634050052
Dept_48,Dept_54,0.5355029585798816,0.9945054945054945,1.0878409616273694
Dept_54,Dept_48,0.5355029585798816,0.5857605177993527,1.0878409616273692
Dept_98,Dept_54,0.7781065088757396,0.994328922495274,1.087647818133989
Dept_54,Dept_98,0.7781065088757396,0.8511326860841424,1.087647818133989
Month_Jan,Dept_94,0.07100591715976332,0.923076923076923,1.0871080139372822
Month_May,Dept_94,0.07100591715976332,0.923076923076923,1.0871080139372822
Month_Oct,Dept_94,0.08875739644970414,0.923076923076923,1.0871080139372822
Dept_47,Dept_97,0.16272189349112426,0.9322033898305084,1.086499123319696
Dept_97,Dept_54,0.8520710059171598,0.993103448275862,1.0863073317710077
Dept_54,Dept_97,0.8520710059171598,0.9320388349514563,1.0863073317710077
Dept_58,Dept_54,0.757396449704142,0.9922480620155039,1.0853716665412307
Dept_54,Dept_58,0.757396449704142,0.8284789644012944,1.0853716665412307
Dept_94,Dept_54,0.841715976331361,0.9912891986062718,1.0843228127149511
Dept_54,Dept_94,0.841715976331361,0.9207119741100324,1.084322812714951
Dept_45,Dept_54,0.6464497041420119,0.9909297052154197,1.0839295804621742
Dept_54,Dept_45,0.6464497041420119,0.7071197411003236,1.0839295804621742
Dept_96,Dept_54,0.7869822485207101,0.9906890130353818,1.0836662990484112
Dept_54,Dept_96,0.7869822485207101,0.86084142394822,1.0836662990484112
Dept_19,Dept_20,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_21,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_22,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_23,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_24,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_25,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_26,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_27,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_28,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_29,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_30,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_31,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_32,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_33,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_34,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_35,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_36,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_38,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_40,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_41,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_42,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_44,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_46,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_52,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_55,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_56,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_59,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_60,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_67,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_71,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_72,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_74,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_79,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_81,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_82,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_85,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_87,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_90,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_91,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_92,0.8772189349112426,1.0,1.0833333333333333
Dept_19,Dept_95,0.8772189349112426,1.0,1.0833333333333333
Dept_21,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_21,0.9230769230769231,1.0,1.0833333333333333
Dept_22,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_22,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_23,0.9230769230769231,1.0,1.0833333333333333
Dept_23,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_24,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_24,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_25,0.9230769230769231,1.0,1.0833333333333333
Dept_25,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_26,0.9230769230769231,1.0,1.0833333333333333
Dept_26,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_27,0.9230769230769231,1.0,1.0833333333333333
Dept_27,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_28,0.9230769230769231,1.0,1.0833333333333333
Dept_28,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_29,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_29,0.9230769230769231,1.0,1.0833333333333333
Dept_30,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_30,0.9230769230769231,1.0,1.0833333333333333
Dept_31,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_31,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_32,0.9230769230769231,1.0,1.0833333333333333
Dept_32,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_33,0.9230769230769231,1.0,1.0833333333333333
Dept_33,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_34,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_34,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_35,0.9230769230769231,1.0,1.0833333333333333
Dept_35,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_36,0.9230769230769231,1.0,1.0833333333333333
Dept_36,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_37,Dept_20,0.5384615384615384,1.0,1.0833333333333333
Dept_38,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_38,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_40,0.9230769230769231,1.0,1.0833333333333333
Dept_40,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_41,0.9230769230769231,1.0,1.0833333333333333
Dept_41,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_42,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_42,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_44,0.9230769230769231,1.0,1.0833333333333333
Dept_44,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_45,Dept_20,0.6523668639053254,1.0,1.0833333333333333
Dept_46,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_46,0.9230769230769231,1.0,1.0833333333333333
Dept_47,Dept_20,0.17455621301775148,1.0,1.0833333333333333
Dept_48,Dept_20,0.5384615384615384,1.0,1.0833333333333333
Dept_49,Dept_20,0.9023668639053254,1.0,1.0833333333333333
Dept_50,Dept_20,0.08284023668639054,1.0,1.0833333333333333
Dept_51,Dept_20,0.3076923076923077,1.0,1.0833333333333333
Dept_52,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_52,0.9230769230769231,1.0,1.0833333333333333
Dept_54,Dept_20,0.9142011834319527,1.0,1.0833333333333333
Dept_55,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_55,0.9230769230769231,1.0,1.0833333333333333
Dept_56,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_56,0.9230769230769231,1.0,1.0833333333333333
Dept_58,Dept_20,0.7633136094674556,1.0,1.0833333333333333
Dept_59,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_59,0.9230769230769231,1.0,1.0833333333333333
Dept_60,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_60,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_67,0.9230769230769231,1.0,1.0833333333333333
Dept_67,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_71,0.9230769230769231,1.0,1.0833333333333333
Dept_71,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_72,0.9230769230769231,1.0,1.0833333333333333
Dept_72,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_74,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_20,Dept_74,0.9230769230769231,1.0,1.0833333333333333
Dept_77,Dept_20,0.05325443786982249,1.0,1.0833333333333333
Dept_78,Dept_20,0.08727810650887574,1.0,1.0833333333333333
Dept_20,Dept_79,0.9230769230769231,1.0,1.0833333333333333
Dept_79,Dept_20,0.9230769230769231,1.0,1.0833333333333333
Dept_80,Dept_20,0.7455621301775148,1.0,1.0833333333333333
Dept_81,Dept_20,0.9230769230769231,1.0,1.0833333333333333
